segment_no,segment_title_ar,segment_title_en,etimad_code,product_name_ar,product_name_en,product_desc_ar,product_desc_en,effective_date,notes,sector
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0001,املوديبين ,AMLODIPINE,"الشكل الصيدلاني (كبسولة), التركيز (5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0002,دابوكستين ,DAPOXETINE,"الشكل الصيدلاني (أقراص), التركيز (30ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (30mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0003,دابوكستين ,DAPOXETINE,"الشكل الصيدلاني (أقراص), التركيز (60ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (60mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0004,دسلوراتادين,DESLORATADINE,"الشكل الصيدلاني (شراب), التركيز (0.5ملغم/مل), طريقة الإستعمال (عن طريق الفم)","Dosage form (Syrup), Concentration (0.5mg/ml), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0005,ايتوريكوكسيب ,ETORICOXIB,"الشكل الصيدلاني (أقراص), التركيز (120ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (120mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0006,ايتوريكوكسيب ,ETORICOXIB,"الشكل الصيدلاني (أقراص), التركيز (60ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (60mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0007,فالسارتان و هيدروكلوروثيزايد ,HYDROCHLOROTHIAZIDE + VALSARTAN,"الشكل الصيدلاني (أقراص), التركيز (320, 25ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (320, 25mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0008,لانسوبرازول ,LANSOPRAZOLE,"الشكل الصيدلاني (كبسولة), التركيز (30ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (30mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0009,ليفوفلوكساسين ,LEVOFLOXACIN,"الشكل الصيدلاني (أقراص), التركيز (750ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (750mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0010,ميمانتين ,MEMANTINE,"الشكل الصيدلاني (أقراص), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0011,اولميسارتان ميدوكسوميل,OLMESARTAN MEDOXOMIL,"الشكل الصيدلاني (أقراص), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0012,اولميسارتان ميدوكسوميل,OLMESARTAN MEDOXOMIL,"الشكل الصيدلاني (أقراص), التركيز (40ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (40mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0013,باروكسيتين ,PAROXETINE,"الشكل الصيدلاني (أقراص), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0014,بريجابالين,PREGABALIN,"الشكل الصيدلاني (كبسولة), التركيز (50ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (50mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0015,سيلدينافيل,SILDENAFIL,"الشكل الصيدلاني (أقراص), التركيز (100ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (100mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0016,فالسارتان ,VALSARTAN,"الشكل الصيدلاني (أقراص), التركيز (320ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (320mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0017,ميتفورمين ,METFORMIN,"الشكل الصيدلاني (أقراص), التركيز (500ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (500mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0018,سيبروفلوكساسين,CIPROFLOXACIN,"الشكل الصيدلاني (أقراص), التركيز (250ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (250mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0019,لوراتادين ,LORATADINE,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0020,ديكلوفيناك,DICLOFENAC,"الشكل الصيدلاني (محلول وريدي), التركيز (25ملغم/مل), طريقة الإستعمال (عضلي وريدي)","Dosage form (Solution for  injection/infusion), Concentration (25mg/ml), Route of admin (Intramuscular and Intravenous)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0021,موكسيفلوكساسين,MOXIFLOXACIN,"الشكل الصيدلاني (أقراص), التركيز (400ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (400mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0022,اوميبرازول ,OMEPRAZOLE,"الشكل الصيدلاني (كبسولة), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0023,ميتفورمين ,METFORMIN,"الشكل الصيدلاني (أقراص), التركيز (850ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (850mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0024,سيبروفلوكساسين,CIPROFLOXACIN,"الشكل الصيدلاني (أقراص), التركيز (500ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (500mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0025,سيمفستاتين,SIMVASTATIN,"الشكل الصيدلاني (أقراص), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0026,تادلافيل,TADALAFIL,"الشكل الصيدلاني (أقراص), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0027,فالسارتان و هيدروكلوروثيزايد,HYDROCHLOROTHIAZIDE + VALSARTAN,"الشكل الصيدلاني (أقراص), التركيز (160, 25ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (160, 25mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0028,فالسارتان ,VALSARTAN,"الشكل الصيدلاني (أقراص), التركيز (160ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (160mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0029,سيمفستاتين,SIMVASTATIN,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0030,أزيثروميسين ,AZITHROMYCIN,"الشكل الصيدلاني (كبسولة), التركيز (250ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (250mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0031,ليفوفلوكساسين,LEVOFLOXACIN,"الشكل الصيدلاني (أقراص), التركيز (500ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (500mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0032,ايبوبروفين,IBUPROFEN,"الشكل الصيدلاني (أقراص), التركيز (400ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (400mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0033,لوراتادين ,LORATADINE,"الشكل الصيدلاني (شراب), التركيز (1ملغم/مل), طريقة الإستعمال (عن طريق الفم)","Dosage form (Syrup), Concentration (1mg/ml), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0034,دسلوراتادين,DESLORATADINE,"الشكل الصيدلاني (أقراص), التركيز (5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0035,سيمفستاتين,SIMVASTATIN,"الشكل الصيدلاني (أقراص), التركيز (40ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (40mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0036,أزيثروميسين ,AZITHROMYCIN,"الشكل الصيدلاني (معلق عن طريق الفم), التركيز (40ملغم/مل), طريقة الإستعمال (عن طريق الفم)","Dosage form (Oral suspension), Concentration (40mg/ml), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0037,فلوكونازول,FLUCONAZOLE,"الشكل الصيدلاني (كبسولة), التركيز (150ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (150mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0038,اتورفاستاتين ,ATORVASTATIN,"الشكل الصيدلاني (أقراص), التركيز (40ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (40mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0039,كلوبيتازول ,CLOBETASOL,"الشكل الصيدلاني (مرهم), التركيز (0.0005), طريقة الإستعمال (موضعي)","Dosage form (Ointment), Concentration (0.0005), Route of admin (Topical)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0040,اتورفاستاتين,ATORVASTATIN,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0041,تادلافيل,TADALAFIL,"الشكل الصيدلاني (أقراص), التركيز (5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0042,فيوسيديك اسيد,FUSIDIC ACID,"الشكل الصيدلاني (كريم), التركيز (0.02), طريقة الإستعمال (موضعي)","Dosage form (Cream), Concentration (0.02), Route of admin (Topical)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0043,فالسارتان و هيدروكلوروثيزايد ,HYDROCHLOROTHIAZIDE + VALSARTAN,"الشكل الصيدلاني (أقراص), التركيز (160, 12.5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (160, 12.5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0044,فيوسيديك اسيد,FUSIDIC ACID,"الشكل الصيدلاني (مرهم), التركيز (0.02), طريقة الإستعمال (موضعي)","Dosage form (Ointment), Concentration (0.02), Route of admin (Topical)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0045,مونتيلوكاست,MONTELUKAST,"الشكل الصيدلاني (أقراص للمضغ),  التركيز (4ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Chewable tablet), Concentration (4mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0046,مونتيلوكاست,MONTELUKAST,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0047,اتورفاستاتين ,ATORVASTATIN,"الشكل الصيدلاني (أقراص), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0048,كيوتيابن ,QUETIAPINE,"الشكل الصيدلاني (أقراص), التركيز (200ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (200mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0049,اريبيبرازول ,ARIPIPRAZOLE,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0050,اريبيبرازول ,ARIPIPRAZOLE,"الشكل الصيدلاني (أقراص), التركيز (15ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (15mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0051,مونتيلوكاست ,MONTELUKAST,"الشكل الصيدلاني (أقراص للمضغ أقراص), التركيز (5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Chewable tablet), Concentration (5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0052,كيوتيابن ,QUETIAPINE,"الشكل الصيدلاني (أقراص), التركيز (300ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (300mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0053,ميبفرين ,MEBEVERINE,"الشكل الصيدلاني (أقراص), التركيز (135ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (135mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0054,اسيتالوبرام ,ESCITALOPRAM,"الشكل الصيدلاني (أقراص), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0055,اسيكلوفير ,ACICLOVIR,"الشكل الصيدلاني (كريم), التركيز (0.05), طريقة الإستعمال (موضعي)","Dosage form (Cream), Concentration (0.05), Route of admin (Topical)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0056,بريجابالين,PREGABALIN,"الشكل الصيدلاني (كبسولة), التركيز (150ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (150mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0057,ديكلوفيناك,DICLOFENAC,"الشكل الصيدلاني (أقراص), التركيز (50ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (50mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0058,ليفوسيتريزين,LEVOCETIRIZINE,"الشكل الصيدلاني (أقراص), التركيز (5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0059,غليمبريد,GLIMEPIRIDE,"الشكل الصيدلاني (أقراص), التركيز (1ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (1mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0060,فالسارتان ,VALSARTAN,"الشكل الصيدلاني (أقراص), التركيز (80ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (80mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0061,بزوبرولول,BISOPROLOL,"الشكل الصيدلاني (أقراص), التركيز (2.5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (2.5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0062,بريجابالين,PREGABALIN,"الشكل الصيدلاني (كبسولة), التركيز (300ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (300mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0063,غليمبريد ,GLIMEPIRIDE,"الشكل الصيدلاني (أقراص), التركيز (3ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (3mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0064,موميتازون,MOMETASONE,"الشكل الصيدلاني (مرهم), التركيز (0.001), طريقة الإستعمال (موضعي)","Dosage form (Ointment), Concentration (0.001), Route of admin (Topical)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0065,موميتازون,MOMETASONE,"الشكل الصيدلاني (كريم), التركيز (0.001), طريقة الإستعمال (موضعي)","Dosage form (Cream), Concentration (0.001), Route of admin (Topical)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0066,سيلدينافيل,SILDENAFIL,"الشكل الصيدلاني (أقراص), التركيز (50ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (50mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0067,سوليفيناسين,SOLIFENACIN,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0068,ديكلوفيناك,DICLOFENAC,"الشكل الصيدلاني (جل), التركيز (0.01), طريقة الإستعمال (موضعي)","Dosage form (Gel), Concentration (0.01), Route of admin (Topical)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0069,جابابينتين,GABAPENTIN,"الشكل الصيدلاني (كبسولة), التركيز (300ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (300mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0070,ليفيتيراسيتام ,LEVETIRACETAM,"الشكل الصيدلاني (أقراص), التركيز (500ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (500mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0071,اولانزابن ,OLANZAPINE,"الشكل الصيدلاني (أقراص), التركيز (5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0072,اسيتالوبرام ,ESCITALOPRAM,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0073,بريجابالين,PREGABALIN,"الشكل الصيدلاني (كبسولة), التركيز (75ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (75mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0074,املوديبين ,AMLODIPINE,"الشكل الصيدلاني (كبسولة), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Capsule), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0075,اولانزابن ,OLANZAPINE,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0076,سوليفيناسين,SOLIFENACIN,"الشكل الصيدلاني (أقراص), التركيز (5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0077,بزوبرولول ,BISOPROLOL,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0078,بتاهستين ,BETAHISTINE,"الشكل الصيدلاني (أقراص), التركيز (8ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (8mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0079,املوديبين ,AMLODIPINE,"الشكل الصيدلاني (أقراص), التركيز (5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0080,كلوريد صوديومِ ,SODIUM CHLORIDE,"الشكل الصيدلاني (محلول للحقن), التركيز (0.009), طريقة الإستعمال (الحقن بالوريد)","Dosage form (Solution for  injection), Concentration (0.009), Route of admin (Parenteral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0081,بانتوبرازول ,PANTOPRAZOLE,"الشكل الصيدلاني (أقراص مغلفة مقاومة لعصارة المعدة), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Gastro-resistant  coated tablet), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0082,ميترونيدازول ,METRONIDAZOLE,"الشكل الصيدلاني (أقراص), التركيز (500ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (500mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0083,غليمبريد ,GLIMEPIRIDE,"الشكل الصيدلاني (أقراص), التركيز (2ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (2mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0084,بتاهستين ,BETAHISTINE,"الشكل الصيدلاني (أقراص), التركيز (16ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (16mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0085,روزيوفاستاتين ,ROSUVASTATIN,"الشكل الصيدلاني (أقراص), التركيز (20ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (20mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0086,بزوبرولول ,BISOPROLOL,"الشكل الصيدلاني (أقراص), التركيز (5ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (5mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0087,ميمانتين ,MEMANTINE,"الشكل الصيدلاني (أقراص), التركيز (10ملغم), طريقة الإستعمال (عن طريق الفم)","Dosage form (Tablet), Concentration (10mg), Route of admin (Oral)",2022-12-18,,الأدوية و المستحضرات الطبية
